Anonymised Name,Data Centre Type (Derived),Cleansed Voltage Level,Datetime (Local),Overall Data Centre Half Hourly Utilisation
Data Centre #15,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,29.049999999999997
Data Centre #37,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,0.0
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T04:00:00+00:00,17.52
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T04:00:00+00:00,10.8
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T04:00:00+00:00,2.09
Data Centre #50,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,18.41
Data Centre #4,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,13.94
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T04:00:00+00:00,32.14
Data Centre #5,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,19.71
Data Centre #48,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,12.16
Data Centre #17,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,14.32
Data Centre #61,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,5.62
Data Centre #62,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,30.570000000000004
Data Centre #53,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,38.51
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T04:00:00+00:00,39.800000000000004
Data Centre #74,Enterprise,Low Voltage Import,2024-01-29T04:00:00+00:00,1.9
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T04:00:00+00:00,23.7
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T04:00:00+00:00,63.61
Data Centre #11,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,0.47000000000000003
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-29T04:00:00+00:00,5.6899999999999995
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T04:00:00+00:00,35.83
Data Centre #46,Co-located,High Voltage Import,2024-01-29T04:00:00+00:00,12.13
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T04:00:00+00:00,47.0
Data Centre #36,Enterprise,High Voltage Import,2024-01-29T04:00:00+00:00,25.19
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T04:00:00+00:00,13.96
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T04:00:00+00:00,0.16999999999999998
Data Centre #39,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,0.0
Data Centre #55,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,28.499999999999996
Data Centre #25,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,1.95
Data Centre #50,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,18.45
Data Centre #22,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,35.839999999999996
Data Centre #24,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,17.52
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T04:30:00+00:00,0.16999999999999998
Data Centre #48,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,4.19
Data Centre #56,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,19.62
Data Centre #43,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,23.61
Data Centre #67,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,28.88
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T04:30:00+00:00,39.6
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-29T04:30:00+00:00,0.0
Data Centre #73,Co-located,Low Voltage Import,2024-01-29T04:30:00+00:00,3.53
Data Centre #40,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,0.0
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T04:30:00+00:00,21.39
Data Centre #45,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,30.29
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T04:30:00+00:00,18.44
Data Centre #41,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,0.0
Data Centre #33,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,24.779999999999998
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T04:30:00+00:00,63.0
Data Centre #38,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,0.0
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T04:30:00+00:00,45.83
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T04:30:00+00:00,18.08
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-29T04:30:00+00:00,27.839999999999996
Data Centre #63,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,6.67
Data Centre #44,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,28.199999999999996
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T04:30:00+00:00,2.22
Data Centre #17,Co-located,High Voltage Import,2024-01-29T04:30:00+00:00,14.280000000000001
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T05:00:00+00:00,2.08
Data Centre #66,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,24.68
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T05:00:00+00:00,45.36
Data Centre #55,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,28.610000000000003
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T05:00:00+00:00,0.8699999999999999
Data Centre #78,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,7.89
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,31.86
Data Centre #48,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,4.34
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,23.599999999999998
Data Centre #58,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,7.75
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T05:00:00+00:00,6.88
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,10.8
Data Centre #61,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,5.62
Data Centre #43,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,24.22
Data Centre #79,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,7.199999999999999
Data Centre #47,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,12.590000000000002
Data Centre #39,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,0.0
Data Centre #67,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,28.84
Data Centre #5,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,19.830000000000002
Data Centre #26,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,42.34
Data Centre #45,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,30.36
Data Centre #71,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,30.09
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T05:00:00+00:00,16.5
Data Centre #52,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,2.15
Data Centre #53,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,38.11
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T05:00:00+00:00,46.400000000000006
Data Centre #34,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,21.0
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-29T05:00:00+00:00,27.689999999999998
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T05:00:00+00:00,20.4
Data Centre #29,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,8.57
Data Centre #60,Co-located,High Voltage Import,2024-01-29T05:00:00+00:00,30.4
Data Centre #53,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,37.8
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T05:30:00+00:00,21.62
Data Centre #52,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,2.23
Data Centre #68,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,30.84
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,23.599999999999998
Data Centre #15,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,0.0
Data Centre #30,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,32.940000000000005
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,2.26
Data Centre #24,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,17.65
Data Centre #4,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,3.91
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T05:30:00+00:00,34.68
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T05:30:00+00:00,13.96
Data Centre #60,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,30.270000000000003
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,20.73
Data Centre #26,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,42.07
Data Centre #29,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,20.32
Data Centre #10,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,11.03
Data Centre #32,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,57.08
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T05:30:00+00:00,18.48
Data Centre #47,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,12.58
Data Centre #58,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,7.88
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T05:30:00+00:00,0.88
Data Centre #73,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,3.4799999999999995
Data Centre #66,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,25.36
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T05:30:00+00:00,10.8
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-29T05:30:00+00:00,0.0
Data Centre #54,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,0.13
Data Centre #50,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,18.099999999999998
Data Centre #5,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,19.82
Data Centre #62,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,30.490000000000002
Data Centre #55,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,28.549999999999997
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T05:30:00+00:00,0.18
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T05:30:00+00:00,20.599999999999998
Data Centre #57,Co-located,High Voltage Import,2024-01-29T05:30:00+00:00,64.8
Data Centre #56,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,24.48
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T06:00:00+00:00,32.0
Data Centre #63,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,6.75
Data Centre #40,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,0.0
Data Centre #51,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,1.38
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T06:00:00+00:00,2.08
Data Centre #24,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,17.69
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T06:00:00+00:00,34.72
Data Centre #10,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,0.48
Data Centre #15,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,0.0
Data Centre #48,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,4.17
Data Centre #42,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,18.759999999999998
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T06:00:00+00:00,2.26
Data Centre #15,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,29.330000000000002
Data Centre #26,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,42.199999999999996
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,3.6900000000000004
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-29T06:00:00+00:00,4.26
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T06:00:00+00:00,0.18
Data Centre #4,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,13.919999999999998
Data Centre #54,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,0.12
Data Centre #55,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,29.01
Data Centre #17,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,20.8
Data Centre #78,Co-located,Low Voltage Import,2024-01-29T06:00:00+00:00,7.779999999999999
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,7.12
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,46.650000000000006
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,45.1
Data Centre #30,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,33.09
Data Centre #5,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,19.71
Data Centre #71,Co-located,Low Voltage Import,2024-01-29T06:00:00+00:00,30.220000000000002
Data Centre #62,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,30.11
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-29T06:00:00+00:00,5.800000000000001
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,62.580000000000005
Data Centre #41,Co-located,High Voltage Import,2024-01-29T06:00:00+00:00,0.0
Data Centre #36,Enterprise,High Voltage Import,2024-01-29T06:00:00+00:00,25.0
Data Centre #29,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,20.349999999999998
Data Centre #55,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,29.5
Data Centre #66,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,25.14
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T06:30:00+00:00,0.18
Data Centre #44,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,28.46
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T06:30:00+00:00,10.8
Data Centre #25,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,1.95
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T06:30:00+00:00,32.14
Data Centre #11,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,29.86
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T06:30:00+00:00,23.7
Data Centre #26,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,42.11
Data Centre #45,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,30.240000000000002
Data Centre #22,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,35.83
Data Centre #39,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,0.0
Data Centre #57,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,60.11
Data Centre #42,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,18.69
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-29T06:30:00+00:00,27.97
Data Centre #63,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,7.000000000000001
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T06:30:00+00:00,44.75
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T06:30:00+00:00,2.1
Data Centre #48,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,4.43
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T06:30:00+00:00,35.24
Data Centre #23,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,23.35
Data Centre #38,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,0.0
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T06:30:00+00:00,0.8699999999999999
Data Centre #30,Co-located,High Voltage Import,2024-01-29T06:30:00+00:00,33.54
Data Centre #74,Enterprise,Low Voltage Import,2024-01-29T07:00:00+00:00,2.7
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-29T07:00:00+00:00,0.0
Data Centre #55,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,30.94
Data Centre #56,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,27.05
Data Centre #69,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,68.36
Data Centre #22,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,35.76
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T07:00:00+00:00,2.13
Data Centre #10,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,11.129999999999999
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T07:00:00+00:00,35.14
Data Centre #4,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,14.030000000000001
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,20.599999999999998
Data Centre #29,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,8.799999999999999
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T07:00:00+00:00,45.050000000000004
Data Centre #48,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,13.0
Data Centre #33,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,25.44
Data Centre #61,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,6.0
Data Centre #40,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,0.0
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T07:00:00+00:00,7.19
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T07:00:00+00:00,21.5
Data Centre #57,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,64.02
Data Centre #53,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,38.47
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,32.57
Data Centre #67,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,28.199999999999996
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,24.4
Data Centre #58,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,12.13
Data Centre #38,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,0.0
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,3.06
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,16.88
Data Centre #72,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,56.39999999999999
Data Centre #52,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,2.2399999999999998
Data Centre #68,Co-located,Low Voltage Import,2024-01-29T07:00:00+00:00,31.419999999999998
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T07:00:00+00:00,20.78
Data Centre #12,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,53.02
Data Centre #62,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,30.4
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T07:00:00+00:00,46.949999999999996
Data Centre #34,Co-located,High Voltage Import,2024-01-29T07:00:00+00:00,21.08
Data Centre #26,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,42.76
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T07:30:00+00:00,18.58
Data Centre #69,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,68.06
Data Centre #25,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,1.95
Data Centre #41,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,0.0
Data Centre #24,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,18.14
Data Centre #11,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,29.580000000000002
Data Centre #79,Co-located,Low Voltage Import,2024-01-29T07:30:00+00:00,7.66
Data Centre #48,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,4.0
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T07:30:00+00:00,17.04
Data Centre #52,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,2.19
Data Centre #57,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,69.27
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T07:30:00+00:00,24.5
Data Centre #10,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,0.49
Data Centre #15,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,29.970000000000002
Data Centre #48,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,13.41
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-29T07:30:00+00:00,0.0
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T07:30:00+00:00,13.94
Data Centre #63,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,6.83
Data Centre #61,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,6.23
Data Centre #40,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,0.0
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T07:30:00+00:00,4.29
Data Centre #58,Co-located,High Voltage Import,2024-01-29T07:30:00+00:00,12.06
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-29T08:00:00+00:00,5.76
Data Centre #72,Co-located,Low Voltage Import,2024-01-29T08:00:00+00:00,57.08
Data Centre #73,Co-located,Low Voltage Import,2024-01-29T08:00:00+00:00,3.6999999999999997
Data Centre #63,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,7.249999999999999
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T08:00:00+00:00,39.93
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T08:00:00+00:00,18.47
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T08:00:00+00:00,4.130000000000001
Data Centre #79,Co-located,Low Voltage Import,2024-01-29T08:00:00+00:00,7.199999999999999
Data Centre #43,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,24.39
Data Centre #29,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,8.57
Data Centre #42,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,18.95
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T08:00:00+00:00,35.05
Data Centre #78,Co-located,Low Voltage Import,2024-01-29T08:00:00+00:00,7.670000000000001
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-29T08:00:00+00:00,0.0
Data Centre #51,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,1.72
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T08:00:00+00:00,21.01
Data Centre #40,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,0.0
Data Centre #67,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,28.22
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T08:00:00+00:00,22.0
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T08:00:00+00:00,7.37
Data Centre #21,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,16.520000000000003
Data Centre #25,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,2.6
Data Centre #11,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,0.51
Data Centre #5,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,19.68
Data Centre #17,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,14.799999999999999
Data Centre #62,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,30.830000000000002
Data Centre #4,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,3.9800000000000004
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T08:00:00+00:00,61.27
Data Centre #39,Co-located,High Voltage Import,2024-01-29T08:00:00+00:00,0.0
Data Centre #42,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,18.96
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T08:30:00+00:00,0.96
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T08:30:00+00:00,21.01
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T08:30:00+00:00,4.1000000000000005
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-29T08:30:00+00:00,0.0
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T08:30:00+00:00,20.8
Data Centre #78,Co-located,Low Voltage Import,2024-01-29T08:30:00+00:00,7.670000000000001
Data Centre #57,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,66.14999999999999
Data Centre #51,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,1.8599999999999999
Data Centre #29,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,8.86
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T08:30:00+00:00,35.15
Data Centre #44,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,28.74
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T08:30:00+00:00,35.32
Data Centre #17,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,14.799999999999999
Data Centre #12,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,53.94
Data Centre #53,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,38.61
Data Centre #47,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,12.950000000000001
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T08:30:00+00:00,18.67
Data Centre #55,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,31.81
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-29T08:30:00+00:00,26.55
Data Centre #17,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,21.0
Data Centre #4,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,14.13
Data Centre #66,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,26.58
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T08:30:00+00:00,2.1399999999999997
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T08:30:00+00:00,21.97
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T08:30:00+00:00,13.919999999999998
Data Centre #46,Co-located,High Voltage Import,2024-01-29T08:30:00+00:00,12.629999999999999
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T08:30:00+00:00,3.26
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T08:30:00+00:00,16.75
Data Centre #56,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,32.29
Data Centre #11,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,0.49
Data Centre #15,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,30.37
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T09:00:00+00:00,0.97
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T09:00:00+00:00,38.43
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T09:00:00+00:00,2.16
Data Centre #10,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,0.5
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T09:00:00+00:00,18.38
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T09:00:00+00:00,40.400000000000006
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-29T09:00:00+00:00,28.560000000000002
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T09:00:00+00:00,46.23
Data Centre #72,Co-located,Low Voltage Import,2024-01-29T09:00:00+00:00,57.230000000000004
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T09:00:00+00:00,46.36
Data Centre #12,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,54.410000000000004
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T09:00:00+00:00,17.119999999999997
Data Centre #29,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,20.53
Data Centre #40,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,0.0
Data Centre #48,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,13.16
Data Centre #46,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,13.26
Data Centre #66,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,26.040000000000003
